character_name,story_name,primary_archetype,match_type,imdb_tconst,imdb_titleType,imdb_primaryTitle,imdb_startYear,imdb_genres
Dr. Zoidberg,Futurama,Adventurer-Fool-Outcast,exact,tt0149460,tvSeries,Futurama,1999.0,"Adventure,Animation,Comedy"
Zapp Brannigan,Futurama,Diva-Adventurer-Demon,exact,tt0149460,tvSeries,Futurama,1999.0,"Adventure,Animation,Comedy"
Kif Kroker,Futurama,Geek-Outcast-Angel,exact,tt0149460,tvSeries,Futurama,1999.0,"Adventure,Animation,Comedy"
Mom,Futurama,Hero-Demon,exact,tt0149460,tvSeries,Futurama,1999.0,"Adventure,Animation,Comedy"
Dolores Abernathy,Westworld,Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Maeve Millay,Westworld,Adventurer-Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Bernard Lowe,Westworld,Angel-Traditionalist-Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Teddy Flood,Westworld,Outcast-Brute-Angel,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Ashley Stubbs,Westworld,Traditionalist-Brute-Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Lee Sizemore,Westworld,Demon-Diva,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Elsie Hughes,Westworld,Outcast-Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Man in Black,Westworld,Hero-Demon,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Robert Ford,Westworld,Demon-Geek-Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Theresa Cullen,Westworld,Demon-Traditionalist-Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Charlotte Hale,Westworld,Demon-Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Akecheta,Westworld,Lone Wolf-Hero,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Clementine Pennyfeather,Westworld,Non archetype,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Logan Delos,Westworld,Adventurer-Demon,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Felix Lutz,Westworld,Outcast-Angel,exact,tt0070909,movie,Westworld,1973.0,"Action,Drama,Sci-Fi"
Don Quijote,Don Quixote,Adventurer,exact,tt1705847,short,Don Quixote,1909.0,"Drama,Short"
Sancho Panza,Don Quixote,Brute-Outcast-Angel,exact,tt1705847,short,Don Quixote,1909.0,"Drama,Short"
Tris Prior,Divergent,Outcast-Adventurer-Hero,exact,tt1840309,movie,Divergent,2014.0,"Action,Adventure,Drama"
Tobias 'Four' Eaton,Divergent,Lone Wolf-Hero,exact,tt1840309,movie,Divergent,2014.0,"Action,Adventure,Drama"
Caleb Prior,Divergent,Diva-Traditionalist,exact,tt1840309,movie,Divergent,2014.0,"Action,Adventure,Drama"
Max Rockatansky,Mad Max: Fury Road,Demon-Hero-Lone Wolf,,,,,,
Imperator Furiosa,Mad Max: Fury Road,Lone Wolf-Hero,,,,,,
Nux,Mad Max: Fury Road,Adventurer-Outcast,,,,,,
Sterling Archer,Archer,Adventurer-Demon,exact,tt0072468,tvSeries,Archer,1975.0,Drama
Malory Archer,Archer,Hero-Demon,exact,tt0072468,tvSeries,Archer,1975.0,Drama
Cyril Figgis,Archer,Outcast-Diva-Traditionalist,exact,tt0072468,tvSeries,Archer,1975.0,Drama
Cheryl Tunt,Archer,Fool-Demon-Adventurer,exact,tt0072468,tvSeries,Archer,1975.0,Drama
Pamela Poovey,Archer,Demon-Adventurer,exact,tt0072468,tvSeries,Archer,1975.0,Drama
Lana Kane,Archer,Hero,exact,tt0072468,tvSeries,Archer,1975.0,Drama
Tom Hansen,(500) Days of Summer,Angel-Diva-Outcast,fuzzy,tt1022603,movie,500 Days of Summer,2009.0,"Comedy,Drama,Romance"
Summer Finn,(500) Days of Summer,Hero-Adventurer,fuzzy,tt1022603,movie,500 Days of Summer,2009.0,"Comedy,Drama,Romance"
Alexander Hamilton,Hamilton,Adventurer-Demon-Hero,exact,tt0808289,movie,Hamilton,2006.0,Drama
Eliza Hamilton,Hamilton,Hero-Angel,exact,tt0808289,movie,Hamilton,2006.0,Drama
Aaron Burr,Hamilton,Diva-Hero-Traditionalist,exact,tt0808289,movie,Hamilton,2006.0,Drama
Angelica Schuyler,Hamilton,Hero,exact,tt0808289,movie,Hamilton,2006.0,Drama
George Washington,Hamilton,Hero,exact,tt0808289,movie,Hamilton,2006.0,Drama
King George III,Hamilton,Diva-Demon,exact,tt0808289,movie,Hamilton,2006.0,Drama
Winston Smith,Nineteen Eighty-Four,Traditionalist-Geek-Outcast,,,,,,
O'Brien,Nineteen Eighty-Four,Demon-Traditionalist-Hero,,,,,,
Julia,Nineteen Eighty-Four,Adventurer,,,,,,
Mulan,Mulan,Adventurer-Hero,exact,tt0120762,movie,Mulan,1998.0,"Adventure,Animation,Comedy"
Mushu,Mulan,Adventurer,exact,tt0120762,movie,Mulan,1998.0,"Adventure,Animation,Comedy"
Li Shang,Mulan,Hero,exact,tt0120762,movie,Mulan,1998.0,"Adventure,Animation,Comedy"
Yao,Mulan,Brute-Outcast-Demon,exact,tt0120762,movie,Mulan,1998.0,"Adventure,Animation,Comedy"
Chien-Po,Mulan,Angel,exact,tt0120762,movie,Mulan,1998.0,"Adventure,Animation,Comedy"
Ling,Mulan,Outcast-Fool-Adventurer,exact,tt0120762,movie,Mulan,1998.0,"Adventure,Animation,Comedy"
Clarissa Dalloway,Mrs Dalloway,Angel-Diva-Hero,exact,tt0119723,movie,Mrs Dalloway,1997.0,"Drama,Romance"
Alicia Florrick,The Good Wife,Hero,exact,tt0093106,movie,The Good Wife,1987.0,"Drama,Romance"
Cary Agos,The Good Wife,Diva-Hero,exact,tt0093106,movie,The Good Wife,1987.0,"Drama,Romance"
Diane Lockhart,The Good Wife,Hero,exact,tt0093106,movie,The Good Wife,1987.0,"Drama,Romance"
Kalinda Sharma,The Good Wife,Demon-Hero,exact,tt0093106,movie,The Good Wife,1987.0,"Drama,Romance"
Will Gardner,The Good Wife,Hero,exact,tt0093106,movie,The Good Wife,1987.0,"Drama,Romance"
Grace Florrick,The Good Wife,Hero-Angel-Diva,exact,tt0093106,movie,The Good Wife,1987.0,"Drama,Romance"
Piper Chapman,Orange is the New Black,Demon-Diva,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Alex Vause,Orange is the New Black,Demon-Hero,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Sam Healy,Orange is the New Black,Demon-Outcast-Traditionalist,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Red Reznikov,Orange is the New Black,Demon-Hero,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Crazy Eyes,Orange is the New Black,Outcast-Adventurer,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Taystee Jefferson,Orange is the New Black,Adventurer-Hero,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Nicky Nichols,Orange is the New Black,Demon-Lone Wolf-Adventurer,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Pennsatucky Doggett,Orange is the New Black,Adventurer-Outcast-Demon,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Lorna Morello,Orange is the New Black,Outcast-Diva-Adventurer,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Flaca Gonzales,Orange is the New Black,Demon-Adventurer,exact,tt2372162,tvSeries,Orange Is the New Black,2013.0,"Comedy,Crime,Drama"
Cedric Daniels,The Wire,Traditionalist-Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Jimmy McNulty,The Wire,Outcast-Adventurer-Demon,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Kima Greggs,The Wire,Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Lester Freamon,The Wire,Angel-Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Bunk Moreland,The Wire,Brute-Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Herc Hauk,The Wire,Outcast-Demon-Brute,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Ellis Carver,The Wire,Adventurer-Hero-Brute,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Bubbles Cousins,The Wire,Angel-Outcast-Adventurer,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
William Rawls,The Wire,Brute-Traditionalist-Demon,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Roland Pryzbylewski,The Wire,Angel-Outcast,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Rhonda Pearlman,The Wire,Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Omar Little,The Wire,Lone Wolf-Adventurer-Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Ervin Burrell,The Wire,Brute-Demon-Traditionalist,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Bodie Broadus,The Wire,Adventurer-Brute-Demon,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Stringer Bell,The Wire,Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Tommy Carcetti,The Wire,Hero-Diva-Demon,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Avon Barksdale,The Wire,Demon-Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Chris Partlow,The Wire,Demon-Hero-Lone Wolf,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Norman Wilson,The Wire,Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Michael Lee,The Wire,Lone Wolf-Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Maurice Levy,The Wire,Diva-Traditionalist-Demon,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Beadie Russell,The Wire,Hero-Angel,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Cutty Wise,The Wire,Angel-Lone Wolf-Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
D'Angelo Barksdale,The Wire,Hero-Angel-Outcast,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Clay Davis,The Wire,Diva-Demon,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Clarence Royce,The Wire,Diva-Demon,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Spiros Vondopoulos,The Wire,Traditionalist-Demon-Hero,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Frank Sobotka,The Wire,Demon-Brute-Outcast,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Ziggy Sobotka,The Wire,Adventurer-Fool-Demon,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Nick Sobotka,The Wire,Demon-Brute-Outcast,exact,tt0306414,tvSeries,The Wire,2002.0,"Crime,Drama,Thriller"
Jack Dawson,Titanic,Adventurer,exact,tt0036443,movie,Titanic,1943.0,"Action,Drama,History"
Rose DeWitt Bukater,Titanic,Diva-Adventurer-Hero,exact,tt0036443,movie,Titanic,1943.0,"Action,Drama,History"
Cal Hockley,Titanic,Traditionalist-Diva-Demon,exact,tt0036443,movie,Titanic,1943.0,"Action,Drama,History"
Jean Valjean,Les Misérables,Hero,exact,tt0000969,short,Les Misérables,1909.0,"Drama,History,Short"
Javert,Les Misérables,Hero-Demon-Traditionalist,exact,tt0000969,short,Les Misérables,1909.0,"Drama,History,Short"
Fantine,Les Misérables,Hero-Angel-Outcast,exact,tt0000969,short,Les Misérables,1909.0,"Drama,History,Short"
Cosette,Les Misérables,Diva-Angel,exact,tt0000969,short,Les Misérables,1909.0,"Drama,History,Short"
Marius Pontmercy,Les Misérables,Adventurer-Hero-Angel,exact,tt0000969,short,Les Misérables,1909.0,"Drama,History,Short"
Simba,The Lion King,Adventurer,exact,tt0110357,movie,The Lion King,1994.0,"Adventure,Animation,Drama"
Nala,The Lion King,Angel-Hero,exact,tt0110357,movie,The Lion King,1994.0,"Adventure,Animation,Drama"
Timon,The Lion King,Adventurer,exact,tt0110357,movie,The Lion King,1994.0,"Adventure,Animation,Drama"
Pumbaa,The Lion King,Angel-Adventurer,exact,tt0110357,movie,The Lion King,1994.0,"Adventure,Animation,Drama"
Scar,The Lion King,Demon,exact,tt0110357,movie,The Lion King,1994.0,"Adventure,Animation,Drama"
Mufasa,The Lion King,Angel-Hero,exact,tt0110357,movie,The Lion King,1994.0,"Adventure,Animation,Drama"
Dale Cooper,Twin Peaks,Angel-Hero,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Sheriff Truman,Twin Peaks,Brute-Angel-Hero,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Shelly Johnson,Twin Peaks,Outcast-Angel-Adventurer,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Bobby Briggs,Twin Peaks,Adventurer-Demon,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Benjamin Horne,Twin Peaks,Diva-Demon,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Audrey Horne,Twin Peaks,Hero-Demon-Adventurer,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Norma Jennings,Twin Peaks,Hero-Angel,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
James Hurley,Twin Peaks,Outcast,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Ed Hurley,Twin Peaks,Outcast-Lone Wolf-Angel,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Pete Martell,Twin Peaks,Brute-Outcast-Angel,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Leland Palmer,Twin Peaks,Demon,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Josie Packard,Twin Peaks,Diva-Geek-Hero,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Catherine Martell,Twin Peaks,Hero-Demon,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Lucy Moran,Twin Peaks,Outcast-Angel-Adventurer,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Donna Hayward,Twin Peaks,Adventurer-Diva-Hero,exact,tt0098936,tvSeries,Twin Peaks,1990.0,"Crime,Drama,Mystery"
Jimmy 'B-Rabbit' Smith Jr.,8 Mile,Adventurer-Lone Wolf-Hero,exact,tt0298203,movie,8 Mile,2002.0,"Drama,Music"
Noah Calhoun,The Notebook,Outcast-Hero-Adventurer,exact,tt0090632,tvMovie,The Notebook,1985.0,"Drama,Mystery,Romance"
Allison Hamilton,The Notebook,Adventurer-Hero-Diva,exact,tt0090632,tvMovie,The Notebook,1985.0,"Drama,Mystery,Romance"
"Lon Hammond, Jr.",The Notebook,Traditionalist-Hero-Diva,exact,tt0090632,tvMovie,The Notebook,1985.0,"Drama,Mystery,Romance"
Michael Scott,The Office,Fool-Diva-Adventurer,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Dwight Schrute,The Office,Outcast-Demon-Hero,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Jim Halpert,The Office,Angel-Hero-Adventurer,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Pam Beesly,The Office,Angel,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Ryan Howard,The Office,Diva-Demon,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Andy Bernard,The Office,Adventurer-Diva,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Jan Levinson,The Office,Hero-Demon,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Stanley Hudson,The Office,Hero-Brute-Traditionalist,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Kevin Malone,The Office,Outcast-Adventurer-Fool,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Meredith Palmer,The Office,Fool-Adventurer-Demon,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Angela Martin,The Office,Demon-Hero-Traditionalist,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Phyllis Lapin,The Office,Outcast-Diva-Angel,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Kelly Kapoor,The Office,Demon-Diva-Adventurer,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Erin Hannon,The Office,Diva-Adventurer-Angel,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Robert California,The Office,Demon,exact,tt0167319,short,The Office,1966.0,"Documentary,Drama,Short"
Ted Lasso,Ted Lasso,Hero-Adventurer-Angel,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Rebecca Welton,Ted Lasso,Hero,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Leslie Higgins,Ted Lasso,Angel,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Jamie Tartt,Ted Lasso,Brute-Adventurer-Demon,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Roy Kent,Ted Lasso,Lone Wolf-Demon-Hero,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Coach Beard,Ted Lasso,Angel-Lone Wolf-Hero,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Nathan Shelley,Ted Lasso,Diva-Traditionalist-Outcast,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Keeley Jones,Ted Lasso,Hero-Adventurer,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Dr. Sharon Fieldstone,Ted Lasso,Traditionalist-Hero,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Sam Obisanya,Ted Lasso,Adventurer-Hero-Angel,exact,tt10986410,tvSeries,Ted Lasso,2020.0,"Comedy,Drama,Sport"
Mark Watney,The Martian,Adventurer-Hero,exact,tt2910906,short,The Martian,2013.0,"Comedy,Romance,Sci-Fi"
Lilo Pelekai,Lilo & Stitch,Adventurer,exact,tt0275847,movie,Lilo & Stitch,2002.0,"Adventure,Animation,Comedy"
Nani Pelekai,Lilo & Stitch,Angel-Hero,exact,tt0275847,movie,Lilo & Stitch,2002.0,"Adventure,Animation,Comedy"
Dr. Jumba Jookiba,Lilo & Stitch,Adventurer-Hero-Demon,exact,tt0275847,movie,Lilo & Stitch,2002.0,"Adventure,Animation,Comedy"
Agt. Wendell Pleakley,Lilo & Stitch,Outcast-Angel-Diva,exact,tt0275847,movie,Lilo & Stitch,2002.0,"Adventure,Animation,Comedy"
Cobra Bubbles,Lilo & Stitch,Traditionalist-Hero,exact,tt0275847,movie,Lilo & Stitch,2002.0,"Adventure,Animation,Comedy"
Stitch,Lilo & Stitch,Adventurer,exact,tt0275847,movie,Lilo & Stitch,2002.0,"Adventure,Animation,Comedy"
Dr. Shaun Murphy,The Good Doctor,Angel-Hero,exact,tt0424884,short,The Good Doctor,1909.0,"Comedy,Short"
Dr. Claire Browne,The Good Doctor,Adventurer-Angel-Hero,exact,tt0424884,short,The Good Doctor,1909.0,"Comedy,Short"
Dr. Marcus Andrews,The Good Doctor,Traditionalist-Hero,exact,tt0424884,short,The Good Doctor,1909.0,"Comedy,Short"
Dr. Aaron Glassman,The Good Doctor,Angel-Hero,exact,tt0424884,short,The Good Doctor,1909.0,"Comedy,Short"
Dr. Neil Melendez,The Good Doctor,Hero,exact,tt0424884,short,The Good Doctor,1909.0,"Comedy,Short"
Dr. Audrey Lim,The Good Doctor,Hero,exact,tt0424884,short,The Good Doctor,1909.0,"Comedy,Short"
Stella Gibson,The Fall,Hero,exact,tt0218199,movie,The Fall,1972.0,"Crime,Drama"
Paul Spector,The Fall,Hero-Demon,exact,tt0218199,movie,The Fall,1972.0,"Crime,Drama"
Jim Burns,The Fall,Diva-Outcast-Traditionalist,exact,tt0218199,movie,The Fall,1972.0,"Crime,Drama"
Rust Cohle,True Detective,Lone Wolf-Demon-Hero,exact,tt2356777,tvSeries,True Detective,2014.0,"Crime,Drama,Mystery"
Marty Hart,True Detective,Outcast-Demon-Brute,exact,tt2356777,tvSeries,True Detective,2014.0,"Crime,Drama,Mystery"
Maggie Hart,True Detective,Diva-Angel-Hero,exact,tt2356777,tvSeries,True Detective,2014.0,"Crime,Drama,Mystery"
Ethan Ryan MacManus,Ctrl+Alt+Del,Outcast-Adventurer-Demon,exact,tt7453410,short,Ctrl+Alt+Del,2003.0,"Drama,Fantasy,Short"
Lucas Davidowicz,Ctrl+Alt+Del,Hero-Angel-Traditionalist,exact,tt7453410,short,Ctrl+Alt+Del,2003.0,"Drama,Fantasy,Short"
Lilah MacManus,Ctrl+Alt+Del,Angel-Hero,exact,tt7453410,short,Ctrl+Alt+Del,2003.0,"Drama,Fantasy,Short"
Billy Butcher,The Boys,Lone Wolf-Hero-Demon,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Hughie Campbell,The Boys,Outcast-Angel,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Homelander,The Boys,Demon,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Annie January,The Boys,Hero-Angel,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Queen Maeve,The Boys,Hero,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
A-Train,The Boys,Adventurer-Diva-Demon,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Mother's Milk,The Boys,Angel-Hero,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
The Deep,The Boys,Diva-Demon-Fool,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Frenchie,The Boys,Hero-Adventurer,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Kimiko Miyashiro,The Boys,Outcast-Hero-Lone Wolf,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Black Noir,The Boys,Demon-Hero-Traditionalist,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Ashley Barrett,The Boys,Outcast-Diva-Traditionalist,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Madelyn Stillwell,The Boys,Diva-Hero-Demon,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Becca Butcher,The Boys,Outcast-Hero-Angel,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Stormfront,The Boys,Demon,exact,tt0054697,movie,The Boys,1962.0,"Crime,Drama"
Queen Elizabeth II,The Crown,Traditionalist-Hero,exact,tt4786824,tvSeries,The Crown,2016.0,"Biography,Drama,History"
"Philip, Duke of Edinburgh",The Crown,Brute-Hero-Demon,exact,tt4786824,tvSeries,The Crown,2016.0,"Biography,Drama,History"
Elizabeth Jennings,The Americans,Demon-Hero,exact,tt3279610,movie,The Americans,2011.0,Drama
Philip Jennings,The Americans,Hero,exact,tt3279610,movie,The Americans,2011.0,Drama
Henry Jennings,The Americans,Outcast-Angel,exact,tt3279610,movie,The Americans,2011.0,Drama
Paige Jennings,The Americans,Outcast-Diva-Hero,exact,tt3279610,movie,The Americans,2011.0,Drama
Stan Beeman,The Americans,Traditionalist-Brute-Hero,exact,tt3279610,movie,The Americans,2011.0,Drama
Dallas,Alien,Lone Wolf-Brute-Hero,exact,tt3995060,short,Alien,2014.0,"Drama,Short"
Ellen Ripley,Alien,Lone Wolf-Hero,exact,tt3995060,short,Alien,2014.0,"Drama,Short"
Lambert,Alien,Outcast,exact,tt3995060,short,Alien,2014.0,"Drama,Short"
Ash,Alien,Demon-Hero-Traditionalist,exact,tt3995060,short,Alien,2014.0,"Drama,Short"
the Alien,Alien,Hero-Demon,exact,tt3995060,short,Alien,2014.0,"Drama,Short"
Parker,Alien,Brute-Adventurer,exact,tt3995060,short,Alien,2014.0,"Drama,Short"
Miranda Priestly,The Devil Wears Prada,Demon-Hero,exact,tt0458352,movie,The Devil Wears Prada,2006.0,"Comedy,Drama"
Andrea Sachs,The Devil Wears Prada,Outcast-Hero-Angel,exact,tt0458352,movie,The Devil Wears Prada,2006.0,"Comedy,Drama"
Emily Charlton,The Devil Wears Prada,Hero-Diva-Demon,exact,tt0458352,movie,The Devil Wears Prada,2006.0,"Comedy,Drama"
Lorraine Broughton,Atomic Blonde,Demon-Hero,,,,,,
Stefan Salvatore,The Vampire Diaries,Angel-Hero,exact,tt1405406,tvSeries,The Vampire Diaries,2009.0,"Drama,Fantasy,Horror"
Damon Salvatore,The Vampire Diaries,Hero-Adventurer-Demon,exact,tt1405406,tvSeries,The Vampire Diaries,2009.0,"Drama,Fantasy,Horror"
Bonnie Bennett,The Vampire Diaries,Angel-Hero,exact,tt1405406,tvSeries,The Vampire Diaries,2009.0,"Drama,Fantasy,Horror"
Caroline Forbes,The Vampire Diaries,Adventurer-Diva-Hero,exact,tt1405406,tvSeries,The Vampire Diaries,2009.0,"Drama,Fantasy,Horror"
Matt Donovan,The Vampire Diaries,Brute-Traditionalist-Outcast,exact,tt1405406,tvSeries,The Vampire Diaries,2009.0,"Drama,Fantasy,Horror"
Elena Gilbert,The Vampire Diaries,Angel-Outcast-Diva,exact,tt1405406,tvSeries,The Vampire Diaries,2009.0,"Drama,Fantasy,Horror"
Michael Bluth,Arrested Development,Outcast-Traditionalist-Hero,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
Lindsay Bluth,Arrested Development,Diva-Adventurer-Demon,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
Gob Bluth,Arrested Development,Fool-Adventurer-Demon,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
George Michael Bluth,Arrested Development,Diva-Outcast-Angel,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
Maeby Funke,Arrested Development,Adventurer-Demon,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
Buster Bluth,Arrested Development,Diva-Fool-Outcast,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
Tobias Funke,Arrested Development,Diva-Fool-Adventurer,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
"George Bluth, Sr.",Arrested Development,Demon,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
Oscar Bluth,Arrested Development,Adventurer-Demon-Fool,exact,tt0367279,tvSeries,Arrested Development,2003.0,Comedy
