character_name,story_name,primary_archetype,match_type,imdb_tconst,imdb_titleType,imdb_primaryTitle,imdb_startYear,imdb_genres
Valencia Perez,Crazy Ex-Girlfriend,Diva-Demon-Hero,exact,tt4094300,tvSeries,Crazy Ex-Girlfriend,2015.0,"Comedy,Musical"
Danny Vinyard,American History X,Adventurer-Demon-Outcast,exact,tt0120586,movie,American History X,1998.0,"Crime,Drama"
Derek Vinyard,American History X,Lone Wolf-Demon-Hero,exact,tt0120586,movie,American History X,1998.0,"Crime,Drama"
Dr. Bob Sweeney,American History X,Hero,exact,tt0120586,movie,American History X,1998.0,"Crime,Drama"
Satine,Moulin Rouge!,Adventurer-Hero,exact,tt0203009,movie,Moulin Rouge!,2001.0,"Drama,Musical,Romance"
Christian,Moulin Rouge!,Outcast-Angel-Adventurer,exact,tt0203009,movie,Moulin Rouge!,2001.0,"Drama,Musical,Romance"
Seong Gi-hun,Squid Game,Adventurer-Angel-Outcast,exact,tt10919420,tvSeries,Squid Game,2021.0,"Action,Crime,Drama"
Cho Sang-woo,Squid Game,Demon-Hero-Traditionalist,exact,tt10919420,tvSeries,Squid Game,2021.0,"Action,Crime,Drama"
Hwang Jun-ho,Squid Game,Hero,exact,tt10919420,tvSeries,Squid Game,2021.0,"Action,Crime,Drama"
Kang Sae-byeok,Squid Game,Lone Wolf-Hero,exact,tt10919420,tvSeries,Squid Game,2021.0,"Action,Crime,Drama"
Oh Il-nam,Squid Game,Non archetype,exact,tt10919420,tvSeries,Squid Game,2021.0,"Action,Crime,Drama"
Han Mi-nyeo,Squid Game,Adventurer-Demon,exact,tt10919420,tvSeries,Squid Game,2021.0,"Action,Crime,Drama"
Joe Bradley,Roman Holiday,Hero,exact,tt0046250,movie,Roman Holiday,1953.0,"Comedy,Drama,Romance"
Princess Ann,Roman Holiday,Hero-Angel-Adventurer,exact,tt0046250,movie,Roman Holiday,1953.0,"Comedy,Drama,Romance"
Emily Cooper,Emily in Paris,Adventurer-Diva,exact,tt8962124,tvSeries,Emily in Paris,2020.0,"Comedy,Drama,Romance"
Sylvie Grateau,Emily in Paris,Demon-Hero,exact,tt8962124,tvSeries,Emily in Paris,2020.0,"Comedy,Drama,Romance"
Mindy Chen,Emily in Paris,Adventurer,exact,tt8962124,tvSeries,Emily in Paris,2020.0,"Comedy,Drama,Romance"
Gabriel,Emily in Paris,Adventurer-Brute-Hero,exact,tt8962124,tvSeries,Emily in Paris,2020.0,"Comedy,Drama,Romance"
Julien,Emily in Paris,Hero-Adventurer-Diva,exact,tt8962124,tvSeries,Emily in Paris,2020.0,"Comedy,Drama,Romance"
Luc,Emily in Paris,Adventurer,exact,tt8962124,tvSeries,Emily in Paris,2020.0,"Comedy,Drama,Romance"
Sydney Carton,A Tale of Two Cities,Adventurer-Outcast-Hero,exact,tt0306116,short,A Tale of Two Cities,1907.0,"Drama,Short"
Lucie Manette,A Tale of Two Cities,Diva-Angel,exact,tt0306116,short,A Tale of Two Cities,1907.0,"Drama,Short"
Charles Darnay,A Tale of Two Cities,Diva-Hero,exact,tt0306116,short,A Tale of Two Cities,1907.0,"Drama,Short"
Caleb Smith,Ex Machina,Diva-Angel-Outcast,exact,tt0470752,movie,Ex Machina,2014.0,"Drama,Sci-Fi,Thriller"
Nathan Bateman,Ex Machina,Hero-Demon,exact,tt0470752,movie,Ex Machina,2014.0,"Drama,Sci-Fi,Thriller"
Ava,Ex Machina,Geek-Hero,exact,tt0470752,movie,Ex Machina,2014.0,"Drama,Sci-Fi,Thriller"
Clarice Starling,The Silence of the Lambs,Hero,exact,tt0102926,movie,The Silence of the Lambs,1991.0,"Crime,Drama,Horror"
Dr. Hannibal Lecter,The Silence of the Lambs,Geek-Demon-Hero,exact,tt0102926,movie,The Silence of the Lambs,1991.0,"Crime,Drama,Horror"
Jack Crawford,The Silence of the Lambs,Hero-Traditionalist,exact,tt0102926,movie,The Silence of the Lambs,1991.0,"Crime,Drama,Horror"
Belle,Beauty and the Beast,Hero-Angel,exact,tt0364231,short,Beauty and the Beast,1912.0,"Drama,Fantasy,Short"
Gaston,Beauty and the Beast,Brute-Demon,exact,tt0364231,short,Beauty and the Beast,1912.0,"Drama,Fantasy,Short"
Maurice,Beauty and the Beast,Adventurer-Outcast-Angel,exact,tt0364231,short,Beauty and the Beast,1912.0,"Drama,Fantasy,Short"
Cogsworth,Beauty and the Beast,Diva-Hero-Traditionalist,exact,tt0364231,short,Beauty and the Beast,1912.0,"Drama,Fantasy,Short"
Lumiere,Beauty and the Beast,Hero-Angel-Adventurer,exact,tt0364231,short,Beauty and the Beast,1912.0,"Drama,Fantasy,Short"
Beast,Beauty and the Beast,Demon-Hero-Outcast,exact,tt0364231,short,Beauty and the Beast,1912.0,"Drama,Fantasy,Short"
Vito Corleone,The Godfather,Hero,exact,tt0364378,short,The Godfather,1911.0,"Drama,Short"
Michael Corleone,The Godfather,Hero,exact,tt0364378,short,The Godfather,1911.0,"Drama,Short"
Sonny Corleone,The Godfather,Adventurer-Brute-Demon,exact,tt0364378,short,The Godfather,1911.0,"Drama,Short"
Peter Clemenza,The Godfather,Fool-Outcast-Brute,exact,tt0364378,short,The Godfather,1911.0,"Drama,Short"
Tom Hagen,The Godfather,Angel-Traditionalist-Hero,exact,tt0364378,short,The Godfather,1911.0,"Drama,Short"
Emilio Barzini,The Godfather,Hero-Traditionalist-Demon,exact,tt0364378,short,The Godfather,1911.0,"Drama,Short"
Indiana Jones,Raiders of the Lost Ark,Lone Wolf-Adventurer-Hero,fuzzy,tt3959690,movie,Raiders of the Lost Shark,2015.0,"Action,Adventure,Comedy"
Marion Ravenwood,Raiders of the Lost Ark,Adventurer-Hero,fuzzy,tt3959690,movie,Raiders of the Lost Shark,2015.0,"Action,Adventure,Comedy"
Dr. Rene Belloq,Raiders of the Lost Ark,Diva-Hero-Demon,fuzzy,tt3959690,movie,Raiders of the Lost Shark,2015.0,"Action,Adventure,Comedy"
Major Arnold Toht,Raiders of the Lost Ark,Traditionalist-Demon,fuzzy,tt3959690,movie,Raiders of the Lost Shark,2015.0,"Action,Adventure,Comedy"
Sallah,Raiders of the Lost Ark,Angel-Adventurer,fuzzy,tt3959690,movie,Raiders of the Lost Shark,2015.0,"Action,Adventure,Comedy"
Dr. Marcus Brody,Raiders of the Lost Ark,Traditionalist-Diva-Angel,fuzzy,tt3959690,movie,Raiders of the Lost Shark,2015.0,"Action,Adventure,Comedy"
Ron Weasley,Harry Potter,Angel-Adventurer-Outcast,,,,,,
Harry Potter,Harry Potter,Outcast-Adventurer-Hero,,,,,,
Hermione Granger,Harry Potter,Hero,,,,,,
Rubeus Hagrid,Harry Potter,Lone Wolf-Angel-Adventurer,,,,,,
Albus Dumbledore,Harry Potter,Geek-Hero,,,,,,
Minerva McGonagall,Harry Potter,Hero,,,,,,
Severus Snape,Harry Potter,Demon-Traditionalist-Hero,,,,,,
Ginny Weasley,Harry Potter,Adventurer-Angel-Hero,,,,,,
Luna Lovegood,Harry Potter,Geek-Angel-Adventurer,,,,,,
Draco Malfoy,Harry Potter,Diva-Demon,,,,,,
Molly Weasley,Harry Potter,Adventurer-Hero-Angel,,,,,,
Lord Voldemort,Harry Potter,Demon,,,,,,
Cho Chang,Harry Potter,Hero-Diva-Angel,,,,,,
Fleur Delacour,Harry Potter,Diva-Angel-Hero,,,,,,
Viktor Krum,Harry Potter,Demon-Hero-Brute,,,,,,
Filius Flitwick,Harry Potter,Angel-Traditionalist-Hero,,,,,,
Horace Slughorn,Harry Potter,Outcast-Diva,,,,,,
George Weasley,Harry Potter,Adventurer,,,,,,
Alastor Moody,Harry Potter,Lone Wolf-Hero-Demon,,,,,,
Remus Lupin,Harry Potter,Lone Wolf-Angel-Hero,,,,,,
Arthur Weasley,Harry Potter,Outcast-Adventurer-Angel,,,,,,
Cornelius Fudge,Harry Potter,Diva-Demon-Traditionalist,,,,,,
Dolores Umbridge,Harry Potter,Traditionalist-Diva-Demon,,,,,,
Petunia Dursley,Harry Potter,Demon-Diva-Traditionalist,,,,,,
Moaning Myrtle,Harry Potter,Fool-Demon-Outcast,,,,,,
Rita Skeeter,Harry Potter,Diva-Demon,,,,,,
Dobby,Harry Potter,Adventurer-Outcast-Angel,,,,,,
Bellatrix Lestrange,Harry Potter,Adventurer-Demon,,,,,,
Nymphadora Tonks,Harry Potter,Hero-Adventurer,,,,,,
Sirius Black,Harry Potter,Lone Wolf-Hero-Adventurer,,,,,,
Ferris Bueller,Ferris Bueller's Day Off,Adventurer,exact,tt0091042,movie,Ferris Bueller's Day Off,1986.0,Comedy
Cameron Frye,Ferris Bueller's Day Off,Angel-Outcast-Traditionalist,exact,tt0091042,movie,Ferris Bueller's Day Off,1986.0,Comedy
Sloane Peterson,Ferris Bueller's Day Off,Hero-Sophisticate-Adventurer,exact,tt0091042,movie,Ferris Bueller's Day Off,1986.0,Comedy
Alina Starkov,Shadow and Bone,Outcast-Angel-Hero,exact,tt2403776,tvSeries,Shadow and Bone,2021.0,"Action,Adventure,Drama"
Malyen Oretsev,Shadow and Bone,Hero-Brute-Outcast,exact,tt2403776,tvSeries,Shadow and Bone,2021.0,"Action,Adventure,Drama"
Kaz Brekker,Shadow and Bone,Geek-Demon-Hero,exact,tt2403776,tvSeries,Shadow and Bone,2021.0,"Action,Adventure,Drama"
Inej Ghafa,Shadow and Bone,Hero,exact,tt2403776,tvSeries,Shadow and Bone,2021.0,"Action,Adventure,Drama"
Jesper Fahey,Shadow and Bone,Adventurer,exact,tt2403776,tvSeries,Shadow and Bone,2021.0,"Action,Adventure,Drama"
General Kirigan,Shadow and Bone,Hero-Demon,exact,tt2403776,tvSeries,Shadow and Bone,2021.0,"Action,Adventure,Drama"
June Osborne,The Handmaid's Tale,Hero,exact,tt0099731,movie,The Handmaid's Tale,1990.0,"Drama,Romance,Sci-Fi"
Rita,The Handmaid's Tale,Angel-Traditionalist-Hero,exact,tt0099731,movie,The Handmaid's Tale,1990.0,"Drama,Romance,Sci-Fi"
Janine Lindo,The Handmaid's Tale,Outcast-Adventurer,exact,tt0099731,movie,The Handmaid's Tale,1990.0,"Drama,Romance,Sci-Fi"
Nick Blaine,The Handmaid's Tale,Traditionalist-Outcast-Hero,exact,tt0099731,movie,The Handmaid's Tale,1990.0,"Drama,Romance,Sci-Fi"
Serena Joy Waterford,The Handmaid's Tale,Hero-Traditionalist-Demon,exact,tt0099731,movie,The Handmaid's Tale,1990.0,"Drama,Romance,Sci-Fi"
Rachel Chu,Crazy Rich Asians,Adventurer-Hero-Angel,exact,tt3104988,movie,Crazy Rich Asians,2018.0,"Comedy,Drama,Romance"
Nick Young,Crazy Rich Asians,Sophisticate-Hero-Angel,exact,tt3104988,movie,Crazy Rich Asians,2018.0,"Comedy,Drama,Romance"
Eleanor Sung-Young,Crazy Rich Asians,Demon-Traditionalist-Hero,exact,tt3104988,movie,Crazy Rich Asians,2018.0,"Comedy,Drama,Romance"
Goh Peik Lin,Crazy Rich Asians,Adventurer,exact,tt3104988,movie,Crazy Rich Asians,2018.0,"Comedy,Drama,Romance"
Astrid Leong-Teo,Crazy Rich Asians,Sophisticate-Angel-Hero,exact,tt3104988,movie,Crazy Rich Asians,2018.0,"Comedy,Drama,Romance"
Colin Khoo,Crazy Rich Asians,Brute-Hero-Diva,exact,tt3104988,movie,Crazy Rich Asians,2018.0,"Comedy,Drama,Romance"
Phil Coulson,Agents of S.H.I.E.L.D.,Angel-Hero,,,,,,
Melinda May,Agents of S.H.I.E.L.D.,Hero,,,,,,
Daisy 'Skye' Johnson,Agents of S.H.I.E.L.D.,Hero-Adventurer,,,,,,
Jemma Simmons,Agents of S.H.I.E.L.D.,Angel-Hero,,,,,,
Leo Fitz,Agents of S.H.I.E.L.D.,Outcast-Angel-Hero,,,,,,
Alphonso 'Mack' Mackenzie,Agents of S.H.I.E.L.D.,Hero,,,,,,
Phil,The Hangover,Demon-Hero-Adventurer,exact,tt1119646,movie,The Hangover,2009.0,Comedy
Stu,The Hangover,Diva-Outcast-Traditionalist,exact,tt1119646,movie,The Hangover,2009.0,Comedy
Alan,The Hangover,Fool-Adventurer,exact,tt1119646,movie,The Hangover,2009.0,Comedy
Nina Locke,Locke & Key,Hero-Outcast-Angel,exact,tt1193126,tvMovie,Locke & Key,2011.0,"Adventure,Drama,Horror"
Tyler Locke,Locke & Key,Outcast-Brute-Hero,exact,tt1193126,tvMovie,Locke & Key,2011.0,"Adventure,Drama,Horror"
Kinsey Locke,Locke & Key,Adventurer-Hero,exact,tt1193126,tvMovie,Locke & Key,2011.0,"Adventure,Drama,Horror"
Drew Baylor,Elizabethtown,Diva-Traditionalist-Outcast,exact,tt0368709,movie,Elizabethtown,2005.0,"Comedy,Drama,Romance"
Claire Colburn,Elizabethtown,Adventurer,exact,tt0368709,movie,Elizabethtown,2005.0,"Comedy,Drama,Romance"
Joyce Byers,Stranger Things,Adventurer-Outcast-Hero,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Jim Hopper,Stranger Things,Lone Wolf-Outcast-Hero,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Mike Wheeler,Stranger Things,Adventurer-Hero-Outcast,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Eleven,Stranger Things,Adventurer-Outcast-Hero,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Dustin Henderson,Stranger Things,Outcast-Angel-Adventurer,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Lucas Sinclair,Stranger Things,Outcast-Angel-Hero,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Nancy Wheeler,Stranger Things,Hero,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Jonathan Byers,Stranger Things,Angel-Geek-Outcast,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Steve Harrington,Stranger Things,Hero-Brute-Adventurer,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Karen Wheeler,Stranger Things,Demon-Adventurer-Diva,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Will Byers,Stranger Things,Geek-Outcast-Angel,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Max Mayfield,Stranger Things,Lone Wolf-Adventurer-Hero,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Erica Sinclair,Stranger Things,Adventurer-Demon-Hero,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Billy Hargrove,Stranger Things,Demon,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Robin Buckley,Stranger Things,Lone Wolf-Hero-Adventurer,exact,tt1543892,short,Stranger Things,2009.0,"Drama,Short"
Katniss Everdeen,The Hunger Games,Lone Wolf-Hero,fuzzy,tt2813738,short,The Hunger GameRs,2012.0,"Action,Drama,Short"
Peeta Mellark,The Hunger Games,Angel,fuzzy,tt2813738,short,The Hunger GameRs,2012.0,"Action,Drama,Short"
Haymitch Abernathy,The Hunger Games,Outcast-Lone Wolf-Demon,fuzzy,tt2813738,short,The Hunger GameRs,2012.0,"Action,Drama,Short"
Effie Trinket,The Hunger Games,Adventurer-Diva,fuzzy,tt2813738,short,The Hunger GameRs,2012.0,"Action,Drama,Short"
Coriolanus Snow,The Hunger Games,Hero-Traditionalist-Demon,fuzzy,tt2813738,short,The Hunger GameRs,2012.0,"Action,Drama,Short"
Gale Hawthorne,The Hunger Games,Lone Wolf-Brute-Hero,fuzzy,tt2813738,short,The Hunger GameRs,2012.0,"Action,Drama,Short"
Obi-Wan Kenobi,Star Wars: Revenge of the Sith,Angel-Hero,fuzzy,tt8815278,short,Star Wars: Revenge of the Incels,2018.0,"Comedy,Drama,Short"
Padme Amidala,Star Wars: Revenge of the Sith,Diva-Angel-Hero,fuzzy,tt8815278,short,Star Wars: Revenge of the Incels,2018.0,"Comedy,Drama,Short"
Anakin Skywalker,Star Wars: Revenge of the Sith,Outcast-Adventurer-Demon,fuzzy,tt8815278,short,Star Wars: Revenge of the Incels,2018.0,"Comedy,Drama,Short"
Palpatine,Star Wars: Revenge of the Sith,Hero-Demon,fuzzy,tt8815278,short,Star Wars: Revenge of the Incels,2018.0,"Comedy,Drama,Short"
Mace Windu,Star Wars: Revenge of the Sith,Traditionalist-Hero,fuzzy,tt8815278,short,Star Wars: Revenge of the Incels,2018.0,"Comedy,Drama,Short"
Yoda,Star Wars: Revenge of the Sith,Lone Wolf-Angel-Hero,fuzzy,tt8815278,short,Star Wars: Revenge of the Incels,2018.0,"Comedy,Drama,Short"
Leslie Knope,Parks and Recreation,Diva-Adventurer-Hero,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Ann Perkins,Parks and Recreation,Diva-Hero-Angel,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Mark Brendanawicz,Parks and Recreation,Brute-Traditionalist,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Tom Haverford,Parks and Recreation,Demon-Diva-Adventurer,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Ron Swanson,Parks and Recreation,Traditionalist-Lone Wolf-Hero,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
April Ludgate,Parks and Recreation,Geek-Lone Wolf-Demon,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Jerry Gergich,Parks and Recreation,Angel,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Donna Meagle,Parks and Recreation,Hero-Sophisticate-Adventurer,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Ben Wyatt,Parks and Recreation,Traditionalist-Angel-Hero,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Chris Traeger,Parks and Recreation,Hero-Angel-Diva,exact,tt1266020,tvSeries,Parks and Recreation,2009.0,Comedy
Hester Prynne,The Scarlet Letter,Lone Wolf-Outcast-Hero,exact,tt0234671,short,The Scarlet Letter,1908.0,"Drama,Short"
Mr. Darcy,Pride and Prejudice,Traditionalist-Hero,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Elizabeth Bennet,Pride and Prejudice,Adventurer-Hero,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Mr. William Collins,Pride and Prejudice,Diva-Outcast-Traditionalist,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
George Wickham,Pride and Prejudice,Demon,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Charles Bingley,Pride and Prejudice,Diva-Angel,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Georgiana Darcy,Pride and Prejudice,Angel,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Lydia Bennet,Pride and Prejudice,Fool-Demon-Adventurer,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Jane Bennet,Pride and Prejudice,Angel,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Mrs. Bennet,Pride and Prejudice,Demon-Brute-Diva,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Lady Catherine de Bourgh,Pride and Prejudice,Traditionalist-Hero-Demon,exact,tt0414386,tvMovie,Pride and Prejudice,1938.0,"Drama,Romance"
Abbi Abrams,Broad City,Adventurer-Angel-Outcast,exact,tt1948541,tvSeries,Broad City,2010.0,"Comedy,Short"
Ilana Wexler,Broad City,Adventurer,exact,tt1948541,tvSeries,Broad City,2010.0,"Comedy,Short"
Lincoln Rice,Broad City,Hero-Angel,exact,tt1948541,tvSeries,Broad City,2010.0,"Comedy,Short"
Jadzia Dax,Star Trek: Deep Space Nine,Sophisticate-Adventurer-Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Odo,Star Trek: Deep Space Nine,Traditionalist-Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Lieutenant Commander Worf,Star Trek: Deep Space Nine,Brute-Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Nog,Star Trek: Deep Space Nine,Adventurer-Outcast-Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Quark,Star Trek: Deep Space Nine,Adventurer-Diva-Demon,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Benjamin Sisko,Star Trek: Deep Space Nine,Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Elim Garak,Star Trek: Deep Space Nine,Geek-Demon-Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Kira Nerys,Star Trek: Deep Space Nine,Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Julian Bashir,Star Trek: Deep Space Nine,Adventurer-Diva-Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Dukat,Star Trek: Deep Space Nine,Hero-Demon,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Rom,Star Trek: Deep Space Nine,Fool-Angel-Outcast,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Miles O'Brien,Star Trek: Deep Space Nine,Brute-Angel-Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Jake Sisko,Star Trek: Deep Space Nine,Hero-Adventurer-Angel,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Winn Adami,Star Trek: Deep Space Nine,Traditionalist-Diva-Demon,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Kasidy Yates,Star Trek: Deep Space Nine,Adventurer-Angel-Hero,exact,tt0106145,tvSeries,Star Trek: Deep Space Nine,1993.0,"Action,Adventure,Drama"
Rapunzel,Tangled,Hero-Angel-Adventurer,exact,tt0329655,short,Tangled,1912.0,"Comedy,Family,Short"
Flynn Rider,Tangled,Demon-Adventurer,exact,tt0329655,short,Tangled,1912.0,"Comedy,Family,Short"
Rintarou Okabe,Steins;Gate,Hero-Geek-Adventurer,exact,tt1910272,tvSeries,Steins;Gate,2011.0,"Animation,Comedy,Drama"
Kurisu Makise,Steins;Gate,Hero,exact,tt1910272,tvSeries,Steins;Gate,2011.0,"Animation,Comedy,Drama"
Mayuri Shiina,Steins;Gate,Adventurer-Angel,exact,tt1910272,tvSeries,Steins;Gate,2011.0,"Animation,Comedy,Drama"
Itaru Hashida,Steins;Gate,Lone Wolf-Geek-Outcast,exact,tt1910272,tvSeries,Steins;Gate,2011.0,"Animation,Comedy,Drama"
Suzuha Amane,Steins;Gate,Hero,exact,tt1910272,tvSeries,Steins;Gate,2011.0,"Animation,Comedy,Drama"
Hazel Grace Lancaster,The Fault in Our Stars,Outcast-Angel-Hero,exact,tt2582846,movie,The Fault in Our Stars,2014.0,"Drama,Romance"
Augustus 'Gus' Waters,The Fault in Our Stars,Angel-Hero-Adventurer,exact,tt2582846,movie,The Fault in Our Stars,2014.0,"Drama,Romance"
Patrick Jane,The Mentalist,Geek-Hero-Adventurer,exact,tt1196946,tvSeries,The Mentalist,2008.0,"Crime,Drama,Mystery"
Teresa Lisbon,The Mentalist,Hero,exact,tt1196946,tvSeries,The Mentalist,2008.0,"Crime,Drama,Mystery"
Kimball Cho,The Mentalist,Traditionalist-Hero,exact,tt1196946,tvSeries,The Mentalist,2008.0,"Crime,Drama,Mystery"
Wayne Rigsby,The Mentalist,Outcast-Brute-Angel,exact,tt1196946,tvSeries,The Mentalist,2008.0,"Crime,Drama,Mystery"
Grace Van Pelt,The Mentalist,Angel-Hero,exact,tt1196946,tvSeries,The Mentalist,2008.0,"Crime,Drama,Mystery"
Red John,The Mentalist,Hero-Demon,exact,tt1196946,tvSeries,The Mentalist,2008.0,"Crime,Drama,Mystery"
Lincoln Burrows,Prison Break,Brute-Lone Wolf-Hero,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
Michael Scofield,Prison Break,Hero,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
Veronica Donovan,Prison Break,Angel-Hero,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
Fernando Sucre,Prison Break,Brute-Angel-Adventurer,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
L.J. Burrows,Prison Break,Outcast,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
Brad Bellick,Prison Break,Brute-Outcast-Demon,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
T-Bag Bagwell,Prison Break,Demon,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
Sara Tancredi,Prison Break,Angel-Hero,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
C-Note Franklin,Prison Break,Outcast-Brute-Hero,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
John Abruzzi,Prison Break,Demon,exact,tt0030625,movie,Prison Break,1938.0,"Crime,Drama,Thriller"
Jack Sparrow,Pirates of the Caribbean,Demon-Adventurer,fuzzy,tt1614955,movie,Primates of the Caribbean,2012.0,"Animation,Comedy,Family"
Hector Barbossa,Pirates of the Caribbean,Hero-Demon,fuzzy,tt1614955,movie,Primates of the Caribbean,2012.0,"Animation,Comedy,Family"
Joshamee Gibbs,Pirates of the Caribbean,Brute-Lone Wolf-Outcast,fuzzy,tt1614955,movie,Primates of the Caribbean,2012.0,"Animation,Comedy,Family"
Will Turner,Pirates of the Caribbean,Outcast-Adventurer-Hero,fuzzy,tt1614955,movie,Primates of the Caribbean,2012.0,"Animation,Comedy,Family"
Elizabeth Swann,Pirates of the Caribbean,Adventurer-Hero,fuzzy,tt1614955,movie,Primates of the Caribbean,2012.0,"Animation,Comedy,Family"
James Norrington,Pirates of the Caribbean,Hero-Diva-Traditionalist,fuzzy,tt1614955,movie,Primates of the Caribbean,2012.0,"Animation,Comedy,Family"
Snow White,Snow White and the Seven Dwarfs,Angel,exact,tt6838858,tvMovie,Snow White and the Seven Dwarfs,1966.0,"Drama,Family,Musical"
The Queen,Snow White and the Seven Dwarfs,Hero-Demon,exact,tt6838858,tvMovie,Snow White and the Seven Dwarfs,1966.0,"Drama,Family,Musical"
Doc,Snow White and the Seven Dwarfs,Angel,exact,tt6838858,tvMovie,Snow White and the Seven Dwarfs,1966.0,"Drama,Family,Musical"
Jonathan 'Gabe' Gabriel,Penny Arcade,Outcast-Demon-Adventurer,exact,tt3019400,short,Penny Arcade,2013.0,"Comedy,Short"
Tycho Brahe,Penny Arcade,Hero-Demon-Geek,exact,tt3019400,short,Penny Arcade,2013.0,"Comedy,Short"
Vincent Vega,Pulp Fiction,Adventurer-Demon-Hero,exact,tt0110912,movie,Pulp Fiction,1994.0,"Crime,Drama"
Jules Winnfield,Pulp Fiction,Hero,exact,tt0110912,movie,Pulp Fiction,1994.0,"Crime,Drama"
Mia Wallace,Pulp Fiction,Hero-Demon-Adventurer,exact,tt0110912,movie,Pulp Fiction,1994.0,"Crime,Drama"
Ringo,Pulp Fiction,Outcast-Adventurer-Demon,exact,tt0110912,movie,Pulp Fiction,1994.0,"Crime,Drama"
Marsellus Wallace,Pulp Fiction,Demon-Hero,exact,tt0110912,movie,Pulp Fiction,1994.0,"Crime,Drama"
