story_name,fool_hero_mean,fool_hero_std,angel_demon_mean,angel_demon_std,trad_adventurer_mean,trad_adventurer_std,lone_wolf_diva_mean,lone_wolf_diva_std,outcast_soph_mean,outcast_soph_std,brute_geek_mean,brute_geek_std,cast_size,is_comedy
Game of Thrones,31.146336874028023,20.600357823136914,14.096105453840998,32.82090600410065,3.1911020823212213,21.322604556365018,-2.7648396037949343,18.154574830052447,-5.350801508770661,15.77247289487547,-0.834919707255587,15.063982282911322,30,0
Ghostbusters,15.94542286725165,21.767169538431688,-10.23106830161212,18.323703001356176,3.9966917506956703,20.154168345232875,6.975000327222641,8.813953656967355,-15.3688791011104,14.818083437883589,5.56923768261011,10.289526521772132,5,1
Gilmore Girls,23.816151228890416,19.692275758665605,1.8588200279935023,23.77898005540878,7.735797910289479,31.685896218673637,13.941738822782417,17.11314222955735,-6.929819397211745,16.472563360327257,-4.457347892280199,12.007354374593692,15,0
Girls,5.800110751360671,12.217978250719801,18.538139847463427,22.610923861827814,12.898951208425983,27.077209717843004,14.624660136166154,27.394047292129546,-15.882090857694058,11.88687618542936,3.8720249806186473,8.137234818874758,6,1
Gladiator,30.07680418721975,28.93890495264754,18.075448623084995,34.49302717288645,1.1644244568042736,6.675403036330823,6.26379249474929,25.774987853846262,-4.574734191275907,8.47632185931984,-2.854178146927307,11.602011986446179,3,0
Glee,14.157622270157594,20.80572120832554,-2.6585036102510626,34.75912910111343,17.03970844501932,20.586355997825553,16.51954434959138,18.36555079077185,-3.8949422082369094,13.65313805220814,-2.6902952613776874,13.387808946530974,15,1
Gone Girl,16.645563991906076,27.01157498744082,21.67067983393179,21.40805236255391,-6.477038761001943,8.7643457228556,1.9225906034907148,9.064596412155831,-11.534944756111662,15.974683748918581,5.526104599341138,16.402361716745652,3,0
Gone With the Wind,23.021832132602523,15.949718879384887,-1.8118114783208992,40.62043127561151,-1.7871350941290067,26.33940553963806,12.625731915798616,14.589134077630074,-1.3820298506241295,12.860559751364063,-11.096976231007813,7.638543871277451,6,0
Good Will Hunting,35.733279846051296,6.834910925230631,-18.802825399016218,25.81430881320763,18.89624733698491,4.195492844283579,-6.058946908295547,15.823161183463627,-6.859158945506828,12.378077556503923,6.916659749844476,5.155662479089596,3,0
Gossip Girl,17.42749061197165,17.20772866468314,11.285616032588687,29.939534538680018,9.450297065126842,15.775018009733273,13.668678855703874,13.002991573149218,-3.9763355835753984,17.723398902129766,-0.08844043062167355,9.952493419986745,10,0
Green Book,31.634239417106336,23.7776267326502,-4.163937078275619,13.356142410524548,4.342999530831735,15.057752767826544,-4.8048946214073425,12.158822537463038,-1.1541712297152467,10.888742637286189,-7.051525593017141,28.716295640928266,2,1
Grey's Anatomy,39.654658856043945,22.942136197829896,2.184204879828359,24.011497263693222,3.874484752796395,21.460812035238437,6.56642737278888,11.761084875126953,-3.2238083799936534,13.96248669329241,-3.20913109302717,7.582767919113003,10,0
Groundhog Day,24.209243563815058,14.939820920920726,-0.321875494744571,42.4224684049577,4.206547404618139,1.4419572679532635,9.577698444617388,2.4978038673351324,-4.130650337037434,11.606036737325935,-6.0431741500407,1.8705965572694168,2,1
Hamlet,8.298334207296634,7.751008371519683,12.537518563994567,29.11070553035384,-5.6038741251699316,18.163387683856346,15.30866675465962,9.815738235160063,-14.932268277337888,11.114498568329962,3.396446068239438,12.347822593510866,6,0
High School Musical,27.234803061977875,14.613358422274736,-10.595710893085007,29.169481785205125,16.925884850408227,14.08720859025097,22.619165174970217,12.799666956530443,7.211048983368667,6.576176380918236,-7.4530335109194406,14.262322549549069,6,0
House of Gucci,23.82972298731607,8.104001439967004,24.04761262339078,26.560642151815284,0.669365347551155,28.673489387397353,17.745520313473733,0.008300126337935865,3.4253322748069452,7.898404558121292,1.989654036480367,0.6340868593807528,2,0
How I Met Your Mother,14.015015191245258,13.791488865667027,-1.1938450126475648,30.634410186265935,24.385835332876503,17.391430819863608,16.725004276048086,10.992186334123826,-4.416764075956572,16.6536269702878,-3.2754288604729758,3.597724526904891,5,1
